Column2,Column1,room_info_list,prices_list,stars_list,number_of_reviews_list,url
169,169,2 guests · 1 bedroom · 1 bed · 1 bath,$75 ,4.96 ·,55 reviews,https://www.airbnb.com/rooms/686091504756289241?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
170,170,,$25 ,4.71 ·,153 reviews,https://www.airbnb.com/rooms/27712066?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-19&check_out=2023-04-25&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
171,171,6 guests · 2 bedrooms · 4 beds · 1 bath,$85 ,4.90 ·,245 reviews,https://www.airbnb.com/rooms/36836025?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
172,172,,$225 ,4.89 ·,123 reviews,https://www.airbnb.com/rooms/50967861?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
173,173,2 guests · 1 bedroom · 1 bed · 1 bath,$120 ,4.89 ·,346 reviews,https://www.airbnb.com/rooms/16905201?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-12&check_out=2023-04-17&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
174,174,,$98 ,4.94 ·,68 reviews,https://www.airbnb.com/rooms/566767898538729314?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
175,175,3 guests · 1 bedroom · 1 bed · 1 bath,$97 ,4.80 ·,60 reviews,https://www.airbnb.com/rooms/48881166?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
176,176,,$89 ,4.89 ·,98 reviews,https://www.airbnb.com/rooms/48829150?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
177,177,6 guests · 3 bedrooms · 4 beds · 2 baths,$119 ,4.75 ·,12 reviews,https://www.airbnb.com/rooms/752296637522128908?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-24&check_out=2023-04-29&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
178,178,4 guests · 2 bedrooms · 2 beds · 1 bath,$73 ,,,https://www.airbnb.com/rooms/832548492245340960?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
179,179,4 guests · 1 bedroom · 2 beds · 1 bath,$80 ,4.98 ·,56 reviews,https://www.airbnb.com/rooms/51086055?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=86bb041f-4190-4065-8490-11c983b79a57
180,180,9 guests · 3 bedrooms · 6 beds · 3 baths,$253 ,4.90 ·,41 reviews,https://www.airbnb.com/rooms/54120217?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
181,181,,$77 ,4.99 ·,250 reviews,https://www.airbnb.com/rooms/38214152?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-11-12&check_out=2023-11-17&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
182,182,,$185 ,5.0 ·,276 reviews,https://www.airbnb.com/rooms/32858719?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
183,183,2 guests · 1 bedroom · 1 bed · 1 bath,$68 ,4.98 ·,45 reviews,https://www.airbnb.com/rooms/610759261696417610?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
184,184,,$60 ,4.97 ·,31 reviews,https://www.airbnb.com/rooms/599987143440036225?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-25&check_out=2023-06-30&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
185,185,2 guests · 1 bed · 0 baths,$85 ,5.0 ·,24 reviews,https://www.airbnb.com/rooms/704465755869431972?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-12&check_out=2023-04-17&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
186,186,5 guests · 2 bedrooms · 3 beds · 2 baths,$165 ,4.98 ·,66 reviews,https://www.airbnb.com/rooms/592882694285534380?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
187,187,4 guests · 1 bedroom · 3 beds · 1 bath,$122 ,4.97 ·,124 reviews,https://www.airbnb.com/rooms/49406021?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
188,188,3 guests · 1 bedroom · 2 beds · 1 bath,$62 ,4.94 ·,120 reviews,https://www.airbnb.com/rooms/31203626?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-30&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
189,189,2 guests · 1 bedroom · 1 bed · 1 bath,$142 ,4.83 ·,24 reviews,https://www.airbnb.com/rooms/615964590794741364?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-22&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
190,190,8 guests · 3 bedrooms · 4 beds · 2 baths,$149 ,4.75 ·,4 reviews,https://www.airbnb.com/rooms/606501959065965010?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-15&check_out=2023-04-20&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
191,191,,$70 ,4.97 ·,344 reviews,https://www.airbnb.com/rooms/27028497?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-15&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
192,192,2 guests · 1 bedroom · 1 bed · 1.5 baths,$117 ,4.92 ·,169 reviews,https://www.airbnb.com/rooms/46471758?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-07&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
193,193,,$165 ,5.0 ·,13 reviews,https://www.airbnb.com/rooms/782710455128237329?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
194,194,4 guests · 1 bedroom · 2 beds · 1 bath,$106 ,4.94 ·,535 reviews,https://www.airbnb.com/rooms/13863940?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-27&check_out=2023-05-03&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
195,195,4 guests · 2 bedrooms · 2 beds · 1 bath,$348 ,5.0 ·,10 reviews,https://www.airbnb.com/rooms/820361790886866919?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-15&check_out=2023-06-20&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
196,196,,$112 ,4.93 ·,15 reviews,https://www.airbnb.com/rooms/678831128311633883?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-14&check_out=2023-05-21&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
197,197,,$62 ,4.96 ·,124 reviews,https://www.airbnb.com/rooms/48395260?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=937bd280-b3cc-4ea0-b3d1-761d90cc9fd5
198,198,4 guests · 2 bedrooms · 2 beds · 1 bath,$348 ,5.0 ·,10 reviews,https://www.airbnb.com/rooms/820361790886866919?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-15&check_out=2023-06-20&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
199,199,,$112 ,4.93 ·,15 reviews,https://www.airbnb.com/rooms/678831128311633883?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-14&check_out=2023-05-21&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
200,200,2 guests · 1 bedroom · 1 bed · 1 bath,$179 ,5.0 ·,4 reviews,https://www.airbnb.com/rooms/54279853?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
201,201,2 guests · 1 bed · 1 bath,$62 ,4.96 ·,124 reviews,https://www.airbnb.com/rooms/48395260?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
202,202,,$317 ,4.91 ·,81 reviews,https://www.airbnb.com/rooms/48066260?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
203,203,4 guests · 2 bedrooms · 2 beds · 1 bath,$131 ,5.0 ·,3 reviews,https://www.airbnb.com/rooms/725202634737364083?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-17&check_out=2023-04-22&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
204,204,,$206 ,4.97 ·,31 reviews,https://www.airbnb.com/rooms/667956404932843845?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-21&check_out=2023-04-26&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
205,205,,$65 ,4.96 ·,298 reviews,https://www.airbnb.com/rooms/37525943?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
206,206,5 guests · 1 bedroom · 3 beds · 1 bath,$277 ,4.94 ·,16 reviews,https://www.airbnb.com/rooms/684965721183406826?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
207,207,,$85 ,4.97 ·,114 reviews,https://www.airbnb.com/rooms/50003731?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
208,208,3 guests · 1 bedroom · 2 beds · 1 bath,$51 ,4.98 ·,184 reviews,https://www.airbnb.com/rooms/24065280?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-17&check_out=2023-04-22&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
209,209,,$199 ,4.94 ·,109 reviews,https://www.airbnb.com/rooms/51500326?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
210,210,,,5.0 ·,53 reviews,https://www.airbnb.com/rooms/611021332385479598?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
211,211,6 guests · 1 bedroom · 4 beds · 1 bath,$100 ,4.97 ·,35 reviews,https://www.airbnb.com/rooms/651351381387346595?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-10-30&check_out=2023-11-04&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
212,212,,$195 ,5.0 ·,10 reviews,https://www.airbnb.com/rooms/851715604233938115?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
213,213,4 guests · 2 bedrooms · 2 beds · 1 bath,$55 ,4.53 ·,159 reviews,https://www.airbnb.com/rooms/35229432?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-15&check_out=2023-05-20&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
214,214,,,4.97 ·,39 reviews,https://www.airbnb.com/rooms/694126207323589014?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-14&check_out=2023-04-19&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
215,215,,$143 ,4.95 ·,144 reviews,https://www.airbnb.com/rooms/48351427?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=3f458e9a-91f1-42c3-819a-9876b7d79021
216,216,6 guests · 1 bedroom · 1 bed · 1 bath,$59 ,4.93 ·,86 reviews,https://www.airbnb.com/rooms/52161281?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-15&check_out=2023-04-20&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
217,217,,$156 ,5.0 ·,39 reviews,https://www.airbnb.com/rooms/564724522611518927?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-15&check_out=2023-04-20&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
218,218,2 guests · 1 bedroom · 1 bed · 2 baths,$133 ,4.92 ·,12 reviews,https://www.airbnb.com/rooms/642009167203745450?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-01&check_out=2023-06-06&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
219,219,,$77 ,4.96 ·,314 reviews,https://www.airbnb.com/rooms/28733768?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
220,220,6 guests · 3 bedrooms · 3 beds · 1.5 baths,$136 ,4.95 ·,22 reviews,https://www.airbnb.com/rooms/634757124133478319?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-12&check_out=2023-06-17&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
221,221,,$110 ,4.95 ·,124 reviews,https://www.airbnb.com/rooms/42973190?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-25&check_out=2023-06-30&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
222,222,4 guests · 2 bedrooms · 2 beds · 1 bath,$204 ,5.0 ·,9 reviews,https://www.airbnb.com/rooms/825311381818007429?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-17&check_out=2023-05-23&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
223,223,,$90 ,5.0 ·,4 reviews,https://www.airbnb.com/rooms/787843895875541249?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
224,224,,,4.90 ·,139 reviews,https://www.airbnb.com/rooms/50214891?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
225,225,4 guests · 1 bedroom · 1 bed · 1.5 baths,$140 ,5.0 ·,30 reviews,https://www.airbnb.com/rooms/674755745962663638?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
226,226,,,4.97 ·,175 reviews,https://www.airbnb.com/rooms/34869122?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-29&check_out=2023-05-04&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
227,227,4 guests · 1 bedroom · 2 beds · 1 bath,$110 ,4.94 ·,345 reviews,https://www.airbnb.com/rooms/5830166?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
228,228,2 guests · 1 bedroom · 1 bed · 1 bath,$88 ,,,https://www.airbnb.com/rooms/840527986431536019?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
229,229,,$128 ,4.98 ·,481 reviews,https://www.airbnb.com/rooms/19653181?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-19&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
230,230,4 guests · 1 bedroom · 2 beds · 1 bath,$185 ,,,https://www.airbnb.com/rooms/863695220048856601?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-17&check_out=2023-04-22&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
231,231,,$150 ,4.96 ·,178 reviews,https://www.airbnb.com/rooms/46712295?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
232,232,2 guests · 1 bedroom · 2 beds · 1 bath,$157 ,4.99 ·,146 reviews,https://www.airbnb.com/rooms/557121562406136438?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-22&check_out=2023-04-27&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
233,233,,,5.0 ·,46 reviews,https://www.airbnb.com/rooms/734050341078313819?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=26d6a311-1d4e-42b9-9931-cf68dfcb4a09
234,234,,$125 ,4.97 ·,175 reviews,https://www.airbnb.com/rooms/34869122?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-29&check_out=2023-05-04&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
235,235,4 guests · 1 bedroom · 2 beds · 1 bath,$110 ,4.94 ·,345 reviews,https://www.airbnb.com/rooms/5830166?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
236,236,7 guests · 2 bedrooms · 5 beds · 1 bath,$479 ,4.97 ·,106 reviews,https://www.airbnb.com/rooms/50229881?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
237,237,,$88 ,,,https://www.airbnb.com/rooms/840527986431536019?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
238,238,,$128 ,4.98 ·,481 reviews,https://www.airbnb.com/rooms/19653181?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-19&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
239,239,4 guests · 1 bedroom · 2 beds · 1 bath,$185 ,,,https://www.airbnb.com/rooms/863695220048856601?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-17&check_out=2023-04-22&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
240,240,2 guests · 1 bedroom · 2 beds · 1 bath,$157 ,4.99 ·,146 reviews,https://www.airbnb.com/rooms/557121562406136438?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-22&check_out=2023-04-27&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
241,241,4 guests · 2 bedrooms · 2 beds · 1 bath,$128 ,5.0 ·,46 reviews,https://www.airbnb.com/rooms/734050341078313819?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-18&check_out=2023-04-23&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
242,242,,$69 ,4.49 ·,146 reviews,https://www.airbnb.com/rooms/34515341?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
243,243,4 guests · 1 bedroom · 3 beds · 1 bath,$129 ,4.89 ·,90 reviews,https://www.airbnb.com/rooms/49713433?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-23&check_out=2023-04-28&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
244,244,4 guests · 1 bedroom · 2 beds · 1 bath,$126 ,4.98 ·,40 reviews,https://www.airbnb.com/rooms/693323718158533935?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-22&check_out=2023-04-27&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
245,245,3 guests · 1 bedroom · 2 beds · 1 bath,$54 ,4.91 ·,125 reviews,https://www.airbnb.com/rooms/22027145?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-28&check_out=2023-05-03&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
246,246,,$104 ,5.0 ·,3 reviews,https://www.airbnb.com/rooms/853539330420417772?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-16&check_out=2023-04-21&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
247,247,6 guests · 1 bedroom · 4 beds · 1 bath,$150 ,4.94 ·,493 reviews,https://www.airbnb.com/rooms/24909025?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-30&check_out=2023-05-05&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
248,248,,$129 ,4.75 ·,173 reviews,https://www.airbnb.com/rooms/41336524?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
249,249,5 guests · 2 bedrooms · 3 beds · 1 bath,$125 ,4.94 ·,18 reviews,https://www.airbnb.com/rooms/725465136434635526?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-04-15&check_out=2023-04-20&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
250,250,,,4.96 ·,199 reviews,https://www.airbnb.com/rooms/51620455?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-25&check_out=2023-06-30&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
251,251,,$380 ,4.97 ·,39 reviews,https://www.airbnb.com/rooms/732524990468985063?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-19&check_out=2023-05-24&previous_page_section_name=1000&federated_search_id=110966f9-25f3-49bb-8def-c4a79bbf0f78
252,252,,$29 ,4.97 ·,61 reviews,https://www.airbnb.com/rooms/52624391
253,253,,$31 ,4.81 ·,21 reviews,https://www.airbnb.com/rooms/54302400
254,254,,$33 ,4.80 ·,50 reviews,https://www.airbnb.com/rooms/52308169
255,255,,$25 ,4.90 ·,99 reviews,https://www.airbnb.com/rooms/35162584
256,256,,$35 ,4.95 ·,76 reviews,https://www.airbnb.com/rooms/50269195
257,257,,$45 ,4.95 ·,58 reviews,https://www.airbnb.com/rooms/23921253
258,258,,,5.0 ·,33 reviews,https://www.airbnb.com/rooms/50575327
259,259,1 guest · 1 bedroom · 1 bed · 1 shared bath,$50 ,4.91 ·,110 reviews,https://www.airbnb.com/rooms/21081155
260,260,,$35 ,4.83 ·,12 reviews,https://www.airbnb.com/rooms/48526413
261,261,2 guests · 1 bedroom · 1 bed · 1 private bath,$43 ,5.0 ·,100 reviews,https://www.airbnb.com/rooms/46837010
262,262,,,4.84 ·,89 reviews,https://www.airbnb.com/rooms/34152268
263,263,1 guest · 1 bedroom · 1 bed · 1 shared bath,$50 ,4.97 ·,92 reviews,https://www.airbnb.com/rooms/27592001
264,264,,$45 ,4.69 ·,54 reviews,https://www.airbnb.com/rooms/24049993
265,265,2 guests · 1 bedroom · 1 bed · 1 bath,$41 ,4.92 ·,354 reviews,https://www.airbnb.com/rooms/8249658
266,266,,$45 ,4.95 ·,146 reviews,https://www.airbnb.com/rooms/41045176
267,267,1 guest · 1 bedroom · 1 bed · 2.5 shared baths,$30 ,4.93 ·,28 reviews,https://www.airbnb.com/rooms/34982288
268,268,,,4.92 ·,12 reviews,https://www.airbnb.com/rooms/50148979
269,269,,$32 ,4.94 ·,85 reviews,https://www.airbnb.com/rooms/44888946
270,270,1 guest · 1 bedroom · 1 bed · 2.5 shared baths,$28 ,4.73 ·,103 reviews,https://www.airbnb.com/rooms/6765734
271,271,,$44 ,4.89 ·,57 reviews,https://www.airbnb.com/rooms/49967177
272,272,,$13 ,4.69 ·,36 reviews,https://www.airbnb.com/rooms/37501283
273,273,2 guests · 1 bedroom · 1 bed · 1 private bath,$39 ,4.90 ·,143 reviews,https://www.airbnb.com/rooms/20074391
